date,site,value
2023-11-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,99
2023-12-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,98
2024-01-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,96
2024-02-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,100
2024-03-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,99
2024-04-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,100
2024-05-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,100
2024-06-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,98
2024-07-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,100
2024-08-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,100
2024-09-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,99
2024-10-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,97
2024-11-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,100
2024-12-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,100
2025-01-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,100
2025-02-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,100
2025-03-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,98
2025-04-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,35
2025-05-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,61
2025-06-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,78
2025-07-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,89
2025-08-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,95
2025-09-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,94
2025-10-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,89
2025-11-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,0
2025-12-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,0
2026-01-01T00:00:00,AAWS Gunung Toar Kuantan Singingi,0
2021-02-01T00:00:00,AAWS Tambang Kampar,0
2021-03-01T00:00:00,AAWS Tambang Kampar,0
2021-04-01T00:00:00,AAWS Tambang Kampar,0
2021-05-01T00:00:00,AAWS Tambang Kampar,0
2021-06-01T00:00:00,AAWS Tambang Kampar,0
2021-07-01T00:00:00,AAWS Tambang Kampar,0
2021-08-01T00:00:00,AAWS Tambang Kampar,0
2021-09-01T00:00:00,AAWS Tambang Kampar,0
2021-10-01T00:00:00,AAWS Tambang Kampar,0
2021-11-01T00:00:00,AAWS Tambang Kampar,84
2021-12-01T00:00:00,AAWS Tambang Kampar,100
2022-01-01T00:00:00,AAWS Tambang Kampar,86
2022-02-01T00:00:00,AAWS Tambang Kampar,100
2022-03-01T00:00:00,AAWS Tambang Kampar,100
2022-04-01T00:00:00,AAWS Tambang Kampar,100
2022-05-01T00:00:00,AAWS Tambang Kampar,100
2022-06-01T00:00:00,AAWS Tambang Kampar,100
2022-07-01T00:00:00,AAWS Tambang Kampar,100
2022-08-01T00:00:00,AAWS Tambang Kampar,99
2022-09-01T00:00:00,AAWS Tambang Kampar,99
2022-10-01T00:00:00,AAWS Tambang Kampar,85
2022-11-01T00:00:00,AAWS Tambang Kampar,100
2022-12-01T00:00:00,AAWS Tambang Kampar,99
2023-01-01T00:00:00,AAWS Tambang Kampar,100
2023-02-01T00:00:00,AAWS Tambang Kampar,100
2023-03-01T00:00:00,AAWS Tambang Kampar,95
2023-04-01T00:00:00,AAWS Tambang Kampar,100
2023-05-01T00:00:00,AAWS Tambang Kampar,100
2023-06-01T00:00:00,AAWS Tambang Kampar,100
2023-07-01T00:00:00,AAWS Tambang Kampar,100
2023-08-01T00:00:00,AAWS Tambang Kampar,97
2023-09-01T00:00:00,AAWS Tambang Kampar,100
2023-10-01T00:00:00,AAWS Tambang Kampar,99
2023-11-01T00:00:00,AAWS Tambang Kampar,97
2023-12-01T00:00:00,AAWS Tambang Kampar,98
2024-01-01T00:00:00,AAWS Tambang Kampar,95
2024-02-01T00:00:00,AAWS Tambang Kampar,99
2024-03-01T00:00:00,AAWS Tambang Kampar,100
2024-04-01T00:00:00,AAWS Tambang Kampar,99
2024-05-01T00:00:00,AAWS Tambang Kampar,100
2024-06-01T00:00:00,AAWS Tambang Kampar,100
2024-07-01T00:00:00,AAWS Tambang Kampar,100
2024-08-01T00:00:00,AAWS Tambang Kampar,100
2024-09-01T00:00:00,AAWS Tambang Kampar,96
2024-10-01T00:00:00,AAWS Tambang Kampar,95
2024-11-01T00:00:00,AAWS Tambang Kampar,100
2024-12-01T00:00:00,AAWS Tambang Kampar,100
2025-01-01T00:00:00,AAWS Tambang Kampar,99
2025-02-01T00:00:00,AAWS Tambang Kampar,97
2025-03-01T00:00:00,AAWS Tambang Kampar,88
2025-04-01T00:00:00,AAWS Tambang Kampar,98
2025-05-01T00:00:00,AAWS Tambang Kampar,87
2025-06-01T00:00:00,AAWS Tambang Kampar,70
2025-07-01T00:00:00,AAWS Tambang Kampar,83
2025-08-01T00:00:00,AAWS Tambang Kampar,100
2025-09-01T00:00:00,AAWS Tambang Kampar,100
2025-10-01T00:00:00,AAWS Tambang Kampar,61
2025-11-01T00:00:00,AAWS Tambang Kampar,0
2025-12-01T00:00:00,AAWS Tambang Kampar,0
2026-01-01T00:00:00,AAWS Tambang Kampar,0
2021-02-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,97
2021-03-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2021-04-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,99
2021-05-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,99
2021-06-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,95
2021-07-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,88
2021-08-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,4
2021-09-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,3
2021-10-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,30
2021-11-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,46
2021-12-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,47
2022-01-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,48
2022-02-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,48
2022-03-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,74
2022-04-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2022-05-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2022-06-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2022-07-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2022-08-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,99
2022-09-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2022-10-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,94
2022-11-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2022-12-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,99
2023-01-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2023-02-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2023-03-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,94
2023-04-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2023-05-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2023-06-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2023-07-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2023-08-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,97
2023-09-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2023-10-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,99
2023-11-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2023-12-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,98
2024-01-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,95
2024-02-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2024-03-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2024-04-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2024-05-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2024-06-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,99
2024-07-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2024-08-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2024-09-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,99
2024-10-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,97
2024-11-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2024-12-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2025-01-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2025-02-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2025-03-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2025-04-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2025-05-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,93
2025-06-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2025-07-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,96
2025-08-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2025-09-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2025-10-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,100
2025-11-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,0
2025-12-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,0
2026-01-01T00:00:00,AAWS Rimba Melintang Rokan Hilir,0
2021-02-01T00:00:00,ASRS Stasiun Klimatologi Riau,36
2021-03-01T00:00:00,ASRS Stasiun Klimatologi Riau,48
2021-04-01T00:00:00,ASRS Stasiun Klimatologi Riau,29
2021-05-01T00:00:00,ASRS Stasiun Klimatologi Riau,36
2021-06-01T00:00:00,ASRS Stasiun Klimatologi Riau,75
2021-07-01T00:00:00,ASRS Stasiun Klimatologi Riau,65
2021-08-01T00:00:00,ASRS Stasiun Klimatologi Riau,76
2021-09-01T00:00:00,ASRS Stasiun Klimatologi Riau,77
2021-10-01T00:00:00,ASRS Stasiun Klimatologi Riau,84
2021-11-01T00:00:00,ASRS Stasiun Klimatologi Riau,4
2021-12-01T00:00:00,ASRS Stasiun Klimatologi Riau,0
2022-01-01T00:00:00,ASRS Stasiun Klimatologi Riau,24
2022-02-01T00:00:00,ASRS Stasiun Klimatologi Riau,36
2022-03-01T00:00:00,ASRS Stasiun Klimatologi Riau,62
2022-04-01T00:00:00,ASRS Stasiun Klimatologi Riau,34
2022-05-01T00:00:00,ASRS Stasiun Klimatologi Riau,17
2022-06-01T00:00:00,ASRS Stasiun Klimatologi Riau,30
2022-07-01T00:00:00,ASRS Stasiun Klimatologi Riau,67
2022-08-01T00:00:00,ASRS Stasiun Klimatologi Riau,15
2022-09-01T00:00:00,ASRS Stasiun Klimatologi Riau,31
2022-10-01T00:00:00,ASRS Stasiun Klimatologi Riau,34
2022-11-01T00:00:00,ASRS Stasiun Klimatologi Riau,20
2022-12-01T00:00:00,ASRS Stasiun Klimatologi Riau,37
2023-01-01T00:00:00,ASRS Stasiun Klimatologi Riau,37
2023-02-01T00:00:00,ASRS Stasiun Klimatologi Riau,45
2023-03-01T00:00:00,ASRS Stasiun Klimatologi Riau,57
2023-04-01T00:00:00,ASRS Stasiun Klimatologi Riau,53
2023-05-01T00:00:00,ASRS Stasiun Klimatologi Riau,44
2023-06-01T00:00:00,ASRS Stasiun Klimatologi Riau,64
2023-07-01T00:00:00,ASRS Stasiun Klimatologi Riau,79
2023-08-01T00:00:00,ASRS Stasiun Klimatologi Riau,84
2023-09-01T00:00:00,ASRS Stasiun Klimatologi Riau,82
2023-10-01T00:00:00,ASRS Stasiun Klimatologi Riau,74
2023-11-01T00:00:00,ASRS Stasiun Klimatologi Riau,71
2023-12-01T00:00:00,ASRS Stasiun Klimatologi Riau,78
2024-01-01T00:00:00,ASRS Stasiun Klimatologi Riau,66
2024-02-01T00:00:00,ASRS Stasiun Klimatologi Riau,88
2024-03-01T00:00:00,ASRS Stasiun Klimatologi Riau,86
2024-04-01T00:00:00,ASRS Stasiun Klimatologi Riau,85
2024-05-01T00:00:00,ASRS Stasiun Klimatologi Riau,82
2024-06-01T00:00:00,ASRS Stasiun Klimatologi Riau,93
2024-07-01T00:00:00,ASRS Stasiun Klimatologi Riau,76
2024-08-01T00:00:00,ASRS Stasiun Klimatologi Riau,88
2024-09-01T00:00:00,ASRS Stasiun Klimatologi Riau,94
2024-10-01T00:00:00,ASRS Stasiun Klimatologi Riau,81
2024-11-01T00:00:00,ASRS Stasiun Klimatologi Riau,89
2024-12-01T00:00:00,ASRS Stasiun Klimatologi Riau,95
2025-01-01T00:00:00,ASRS Stasiun Klimatologi Riau,93
2025-02-01T00:00:00,ASRS Stasiun Klimatologi Riau,96
2025-03-01T00:00:00,ASRS Stasiun Klimatologi Riau,82
2025-04-01T00:00:00,ASRS Stasiun Klimatologi Riau,82
2025-05-01T00:00:00,ASRS Stasiun Klimatologi Riau,87
2025-06-01T00:00:00,ASRS Stasiun Klimatologi Riau,71
2025-07-01T00:00:00,ASRS Stasiun Klimatologi Riau,84
2025-08-01T00:00:00,ASRS Stasiun Klimatologi Riau,78
2025-09-01T00:00:00,ASRS Stasiun Klimatologi Riau,92
2025-10-01T00:00:00,ASRS Stasiun Klimatologi Riau,90
2025-11-01T00:00:00,ASRS Stasiun Klimatologi Riau,0
2025-12-01T00:00:00,ASRS Stasiun Klimatologi Riau,0
2026-01-01T00:00:00,ASRS Stasiun Klimatologi Riau,0
2021-02-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-03-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-04-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-05-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-06-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-07-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-08-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-09-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-10-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-11-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-12-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-01-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-02-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-03-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-04-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-05-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-06-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-07-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-08-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-09-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-10-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-11-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2022-12-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2023-01-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2023-02-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2023-03-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2023-04-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2023-05-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2023-06-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2023-07-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2023-08-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2023-09-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,34
2023-10-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,90
2023-11-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,63
2023-12-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,91
2024-01-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,34
2024-02-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,83
2024-03-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,95
2024-04-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,85
2024-05-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,90
2024-06-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,96
2024-07-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,69
2024-08-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,87
2024-09-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,81
2024-10-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,81
2024-11-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,84
2024-12-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,97
2025-01-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,85
2025-02-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,96
2025-03-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,89
2025-04-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,93
2025-05-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,97
2025-06-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,83
2025-07-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,70
2025-08-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,83
2025-09-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,96
2025-10-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,99
2025-11-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2025-12-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2026-01-01T00:00:00,Soil Moisture Stasiun Klimatologi Riau,0
2021-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,75
2021-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,80
2021-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,51
2021-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,55
2021-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,59
2021-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,45
2021-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,45
2021-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,71
2021-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,65
2021-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,19
2021-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,3
2022-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,70
2022-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,84
2022-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,69
2022-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,52
2022-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,52
2022-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,46
2022-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,52
2022-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,63
2022-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,47
2022-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,46
2022-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,66
2022-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,87
2023-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,66
2023-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,65
2023-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,79
2023-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,82
2023-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,67
2023-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,92
2023-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,89
2023-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,97
2023-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,97
2023-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,97
2023-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,85
2023-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,83
2024-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,69
2024-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,89
2024-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,82
2024-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,77
2024-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,76
2024-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,85
2024-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,59
2024-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,85
2024-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,88
2024-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,90
2024-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,91
2024-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,99
2025-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,95
2025-02-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,100
2025-03-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,82
2025-04-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,87
2025-05-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,92
2025-06-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,94
2025-07-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,93
2025-08-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,93
2025-09-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,97
2025-10-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,99
2025-11-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,0
2025-12-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,0
2026-01-01T00:00:00,Iklim Mikro Stasiun Klimatologi Riau,0

